red,orange,yellow,green,blue,white,brown,cyan,gray,pink,darkslategray,no match,initial_price,curr_price,days_since_release,skin_type
1,0,0,0,4,42,2773,5,5100,365,20021,0,4.99,0.42,1754,Improvised Balaclava
0,1,0,0,3,47,3323,17,8140,632,14082,0,2.16,1.43,1138,Hatchet
1,0,0,0,5,184,7329,24,7532,895,33165,0,0.99,3.06,1068,Metal Facemask
1,13,1,0,4,122,27717,16,20016,1504,7831,0,1.46,4.21,1032,Wooden Door
6,0,0,0,11,0,2223,16,2950,92,20670,0,1.17,0.07,1796,Jacket
0,147,0,0,3,90,9341,26,1874,1874,12898,0,4.74,17.5,1199,Chair
1,0,0,1,5,576,184,19,4361,1196,48557,0,4.03,1.07,1109,Satchel Charge
30,19,0,0,4,0,28559,19,2138,35,10523,0,3.92,2.89,1292,Shirt
5,1,0,0,8,110,11068,23,6311,860,13772,0,2.49,0.8,1712,Semi-Automatic Pistol
0,0,0,0,3,0,6894,14,3867,31,18774,0,2.49,6.26,1754,Bandana Mask
3,0,0,2,3,1,9746,16,1111,60,36321,0,1.49,7.17,739,Sheet Metal Door
0,0,0,0,3,21,6159,16,10602,554,37179,0,1.58,2.94,1257,Sleeping Bag
1,0,0,0,8,0,27761,24,3305,20,14100,0,0.16,0.07,1789,T-Shirt
0,0,0,0,3,194,88,17,2262,307,19715,0,2.1,1.44,1075,Hatchet
0,0,0,0,3,229,1632,18,2545,469,15086,0,1.99,1.45,639,Hatchet
2,0,0,0,5,0,1027,21,1531,69,9324,0,1.99,1.91,640,Pickaxe
4,3,0,0,7,97,558,34,8932,1433,28319,0,1.99,3.79,724,Revolver
0,0,0,0,4,178,53,16,7993,476,53921,0,2.99,2.22,501,Sleeping Bag
0,0,0,0,3,18,207,29,2688,48,36474,0,1.13,1.34,1124,Hoodie
1,0,0,0,3,588,124,27,14707,2133,19370,0,1.99,1.35,858,Python Revolver
0,0,0,0,3,44,17,17,3187,256,15056,0,2.34,1.33,1102,Hatchet
2,0,0,0,8,706,1633,23,6282,944,33040,0,1.99,1.31,675,Semi-Automatic Pistol
1,0,0,0,6,3528,14535,13,20471,4882,5781,0,0.99,0.12,1760,Baseball Cap
0,119,0,0,4,10,2953,21,1882,306,5763,0,14.28,2.13,1220,Pickaxe
0,0,0,0,10,1,0,38,1590,55,3578,0,3.99,4.82,396,Hunting Bow
3,0,0,0,1,587,188,10,12864,887,45211,0,1.49,2.8,325,Garage Door
1,5,0,0,6,287,2204,22,4676,1058,10066,0,2.19,2.01,1152,Assault Rifle
3,0,0,0,6,10,12071,29,6593,153,20108,0,1.48,2.47,1103,Metal Chest Plate
4,2702,0,0,7,963,5524,24,14735,1423,10799,0,1.99,1.17,1116,Semi-Automatic Pistol
3,0,0,0,3,4012,41,17,13990,331,36274,0,1.49,5.74,752,Vending Machine
3,24025,14,0,1,142,24970,10,5645,1050,17992,0,1.49,4.01,102,Garage Door
0,0,0,0,2,5,61,30,1414,51,29978,0,0.99,1.03,858,Hoodie
1,0,0,0,7,1,0,24,1499,2,34026,0,0.99,1.24,858,Pants
0,0,0,0,3,0,1,29,3563,13,37695,0,5.99,0.93,1585,Hoodie
0,0,0,0,4,0,1,13,8130,68,40145,0,1.48,2.94,963,Burlap Shirt
0,0,0,0,6,0,1,16,3161,17,32723,0,1.5,8.03,963,Burlap Trousers
0,1283,17,1009,5,0,4158,18,929,16,17869,0,2.48,5.46,1257,Rock
0,0,0,0,2,225,132,21,5097,427,34320,0,1.95,2.3,829,Furnace
0,0,0,0,6,9,53,14,1947,132,15477,0,2.3,2.51,799,Stone Hatchet
1,230,0,0,7,1476,1854,30,11920,3926,14415,0,3.61,1.62,1032,Hammer
0,0,0,0,8,28,0,15,4934,230,20805,0,2.73,2.08,1138,Waterpipe Shotgun
4,0,0,0,3,48,12,17,24533,284,31912,0,1.49,4.92,1117,Wooden Door
4817,6,0,0,5,341,30249,20,17489,3030,829,0,2.47,8.65,1298,Concrete Barricade
7,1,0,0,5,187,14692,26,13160,931,26539,0,1.79,0.8,1054,Bucket Helmet
0,0,0,0,3,149,836,17,5223,523,16644,0,1.99,2.14,743,Hatchet
0,0,0,0,3,3,3,17,3373,229,25376,0,0.99,2.84,816,Bandana Mask
0,0,0,0,6,6,1,16,874,44,28199,0,0.99,3.99,816,Burlap Trousers
0,0,0,0,4,0,290,13,5710,137,36114,0,0.99,2.81,816,Burlap Shirt
3,0,0,0,2,122,9831,25,8867,1296,30104,0,0.99,0.88,115,Boots
2,0,1,0,3,486,12376,33,12247,2180,18216,0,1.49,1.02,115,Leather Gloves
0,0,0,0,9,744,5522,14,3536,972,32391,0,0.99,0.94,108,Riot Helmet
0,1,0,0,2,0,4646,26,447,13,7343,0,0.99,0.81,115,Hoodie
1,0,0,0,7,26,11750,25,284,58,7385,0,0.99,0.72,115,Pants
7,8771,266,2,4,3029,10197,15,8870,1617,20871,0,1.49,3.41,1103,Sheet Metal Door
1,0,0,1,6,1873,4873,23,7986,1612,3002,0,2.63,1.98,1152,Salvaged Sword
4,49,0,0,9,2180,5225,32,6140,1455,17056,0,0.99,0.92,1068,Coffee Can Helmet
4,293,0,0,4,50,10969,30,7475,247,23347,0,1.25,2.96,1026,Bucket Helmet
0,0,0,1,9,2328,1,26,12790,2532,52025,0,4.99,2.78,1306,Boots
1,0,0,0,2,387,325,26,15132,1205,18878,0,0.99,0.74,185,Hoodie
1,0,0,0,8,9,0,25,3536,146,12866,0,0.99,1.86,185,Pants
3,806,0,2,3,37,19487,16,1031,82,33274,0,1.49,1.53,353,Sheet Metal Door
0,0,0,0,1,162,500,52,9405,581,37538,0,0.99,7.58,1061,Hoodie
0,0,0,0,6,53,3,21,3947,92,11898,0,1.99,5.02,1012,Salvaged Icepick
2,344,0,0,1,302,110,10,43581,1072,25183,0,2.53,9.69,948,Garage Door
3,0,0,0,15,253,1500,45,1671,286,11635,0,2.99,3.89,816,Crossbow
1,128,1,0,4,431,1157,72,7130,2367,15748,0,1.99,2.23,291,Rock
1,0,0,0,4,2687,60,5,15408,5817,13879,0,4.99,0.58,1761,Improvised Balaclava
1,0,1,0,3,64,0,8,5812,231,28938,0,1.88,1.19,956,Improvised Balaclava
1,0,0,0,3,4032,4,30,2318,133,28826,0,8.0,16.16,1214,Vending Machine
32,511,6,0,6,338,4201,24,4148,1535,5317,0,3.99,3.49,382,Assault Rifle
6,391,29,2,4,461,6362,15,2253,460,17892,0,1.49,2.73,403,Sheet Metal Door
785,1534,0,0,2,1,14203,22,1573,352,11084,0,2.49,2.96,353,Furnace
28,517,35,0,1,1259,16896,10,3699,531,25378,0,1.49,5.78,396,Garage Door
0,2318,59,0,5,775,7785,29,5490,3825,7804,0,1.49,2.32,403,Large Wood Box
614,670,17,0,6,137,13963,25,4745,1053,8672,0,1.99,1.26,332,Python Revolver
0,0,0,0,8,332,388,25,4324,1250,6979,0,1.99,1.99,640,Semi-Automatic Rifle
0,0,0,0,6,541,139,29,14067,1211,24436,0,11.5,1.92,1185,Large Wood Box
0,7,0,0,4,133,603,22,7509,811,12658,0,2.31,3.22,837,Pump Shotgun
0,298,638,0,3,43,6,14,26533,1005,21652,0,1.49,31.73,1145,Rug
49,22,0,0,4,2465,5324,26,7472,5382,4304,0,1.29,0.93,170,Bone Helmet
979,121,0,0,9,2150,22208,26,14722,8400,3527,0,0.99,1.4,900,Hide Boots
1,123,0,0,6,377,633,22,7088,2084,8583,0,1.99,1.71,851,Assault Rifle
0,0,0,0,3,211,2072,18,3292,365,16718,0,1.99,1.5,576,Hatchet
0,0,0,0,6,21,957,21,1082,119,10429,0,2.42,5.67,1208,Salvaged Icepick
0,0,0,0,5,17,1240,21,1512,168,8967,0,1.99,1.5,577,Pickaxe
1,0,0,0,9,36,4,24,22825,753,20394,0,7.6,0.99,1788,T-Shirt
996,26,0,0,8,1017,31752,24,5741,596,6394,0,0.99,0.77,710,T-Shirt
1,0,0,0,2,1778,1176,13,8437,17778,13540,0,0.99,1.1,710,Shorts
1,34873,8082,0,6,1,2114,22,3508,3959,2722,0,0.99,1.25,704,Longsleeve T-Shirt
1,17968,463,0,1,7,3114,16,10340,1045,10873,0,0.99,1.17,704,Shorts
0,11,0,0,4,3819,537,18,26209,15571,4887,0,4.99,17.28,669,Rug
2,44,0,0,1,1085,15005,11,17589,607,39486,0,2.49,2.04,360,Garage Door
0,0,0,0,8,272,346,16,12242,726,16086,0,2.44,2.82,1197,Waterpipe Shotgun
0,0,0,1,4,551,104,16,10354,744,42923,0,9.99,5.56,1712,Metal Facemask
5,101,7,1,211,7858,316,36,18980,12751,19738,0,6.49,16.41,410,None
21,102,45,13,141,4334,730,49,27151,19309,4182,0,5.99,3.82,60,None
0,0,0,2,0,5075,1494,0,13541,7280,14677,0,5.99,4.09,60,None
21,634,0,28,0,2423,10018,0,13437,12165,17442,0,8.99,12.09,415,None
1,58,1,0,2,913,5550,26,23081,3021,7120,0,0.99,0.77,163,Hoodie
3,59,2,165,3,2089,8911,22,5310,7430,32427,0,2.38,4.29,900,Rug
1,0,0,0,6,480,253,22,7506,1753,8962,0,25.98,1.37,1290,Assault Rifle
0,1,0,0,5,1607,646,20,4765,5282,2311,0,3.42,2.87,1268,Bolt Action Rifle
0,0,0,0,8,373,912,16,11452,2984,13741,0,5.1,1.5,1264,Waterpipe Shotgun
0,0,0,1,5,73,11,21,9359,982,7897,0,4.58,1.89,1061,Salvaged Sword
4,2,0,0,4,823,8,29,7083,3074,33205,0,2.13,1.66,1201,Bucket Helmet
1,2929,0,0,7,208,11855,28,11582,3582,12260,0,7.53,0.73,1287,Coffee Can Helmet
0,0,0,0,4,36,317,25,2012,138,14191,0,1.49,3.05,977,Chair
6,6,0,0,5,1369,215,28,10194,2962,21658,0,1.66,2.67,1194,Riot Helmet
4,266,3,0,8,113,2817,26,5463,682,4787,0,1.99,3.98,956,Semi-Automatic Rifle
0,0,0,0,7,131,9,14,4100,492,9137,0,8.0,4.46,857,Double Barrel Shotgun
0,0,0,0,8,15,125,26,1612,52,11228,0,1.99,4.97,949,Semi-Automatic Rifle
0,0,0,0,6,307,1,26,8565,777,28246,0,0.99,2.2,942,Coffee Can Helmet
1,0,0,0,6,26,4,36,2739,219,37352,0,0.99,17.48,942,Road Sign Kilt
1,605,60,0,13,32,247,17,7548,302,31280,0,0.99,2.72,942,Road Sign Jacket
0,0,0,0,4,375,31,9,10659,1594,9548,0,2.34,2.31,1082,Bone Club
0,0,0,0,8,673,91,24,8094,2859,8913,0,2.09,7.96,1082,Bone Knife
1,1,0,0,3,230,4861,29,11526,1526,12891,0,9.99,10.46,1308,Metal Facemask
3,0,0,0,2,0,117,18,3288,11,50417,0,1.49,4.39,1005,Wooden Door
1,18,0,0,11,109,2388,38,10678,2470,6218,0,2.65,3.84,998,Custom SMG
3,0,0,0,2,1,1,22,7152,4,46165,0,1.49,4.19,1040,Armored Door
0,275,0,0,5,1301,26095,27,6766,1996,11155,0,5.99,0.67,1583,Hoodie
3,1934,0,0,1,538,14842,10,7328,2676,44026,0,1.49,2.14,788,Garage Door
1,0,0,0,6,1447,344,64,19689,1843,19778,0,1.99,2.71,683,Revolver
5,0,0,0,7,241,4705,24,1699,146,26014,0,2.49,0.98,1261,Semi-Automatic Pistol
7,0,0,2,5,1016,570,13,7591,1472,43590,0,1.49,3.99,1019,Sheet Metal Door
1,0,0,0,6,2013,0,29,19039,4980,29096,0,1.83,4.66,962,Large Wood Box
0,2,1,0,5,151,10,16,26946,817,31123,0,1.49,2.16,123,Sleeping Bag
0,11,0,0,3,108,1053,18,9690,661,32574,0,0.99,1.37,437,Bandana Mask
1,0,0,0,3,48,0,23,7538,471,42253,0,1.87,3.68,1152,Metal Chest Plate
0,0,0,0,5,1614,5,32,5713,1250,23329,0,2.49,4.52,1711,Snow Jacket
7,42,0,2,6,344,2753,13,9762,1455,41784,0,1.49,1.91,1061,Sheet Metal Door
0,2,0,0,13,112,10323,17,7050,588,23190,0,2.11,1.48,872,Road Sign Jacket
1,0,0,0,6,21,8555,36,4261,411,29529,0,1.85,2.21,872,Road Sign Kilt
1,5,0,0,5,692,10771,28,7112,1582,19302,0,1.69,1.16,872,Coffee Can Helmet
2,0,0,0,3,279,72,28,8808,929,40640,0,6.05,31.85,774,Metal Chest Plate
1,0,0,0,5,46,34,37,5552,630,40867,0,6.05,8.52,774,Road Sign Kilt
0,0,0,0,6,353,178,14,11090,1214,37635,0,6.17,5.34,774,Metal Facemask
5,0,0,0,6,4149,188,14,19243,3896,35147,0,3.65,4.03,1215,Vending Machine
0,0,0,0,2,944,2,15,16372,1867,16856,0,2.49,7.71,1313,Burlap Headwrap
2,5,0,0,6,73,2989,22,8128,2836,5293,0,1.99,1.29,1061,Assault Rifle
0,0,0,0,5,207,129,20,4595,868,7539,0,1.99,3.04,1054,Bolt Action Rifle
2,0,0,0,4,3,5483,21,8209,609,23204,0,10.56,8.05,1282,Improvised Balaclava
0,0,0,0,4,99,348,14,6697,1355,27129,0,0.99,1.07,900,Bandana Mask
1,0,0,0,5,16,0,13,22736,707,17610,0,4.99,3.86,173,None
2,0,0,0,3,50,2425,30,13964,909,29939,0,0.99,0.83,543,Metal Chest Plate
503,2026,0,0,2,1298,1970,22,22495,4753,8944,0,1.49,1.96,536,Furnace
1,0,0,0,2,2320,8680,21,21882,2780,15582,0,0.99,0.92,543,Metal Facemask
2,1084,99,0,5,1063,4241,22,5775,3224,4123,0,1.99,1.86,956,Assault Rifle
3295,3449,785,477,4,3002,38258,17,3945,2861,2756,0,1.49,1.81,170,Sleeping Bag
1,34,0,0,8,2324,1135,388,5076,1077,4637,0,2.49,2.4,536,Double Barrel Shotgun
1,57,0,0,7,1724,493,160,3328,1401,6971,0,1.99,2.16,900,Double Barrel Shotgun
6,24,4,42,5,674,7588,17,10539,2515,34189,0,2.99,2.23,536,Sheet Metal Door
1,0,1,0,10,6,760,22,4544,80,28357,0,0.99,0.7,900,Pants
1,0,0,0,4,283,5262,13,10718,2336,29384,0,0.99,1.1,900,Burlap Shirt
2,0,0,0,10,1011,3511,35,12342,3556,5640,0,4.99,9.91,1641,Thompson
1,1240,45,0,5,2167,7351,15,24548,1140,18876,0,1.99,2.11,150,Satchel Charge
1,1,0,0,3,568,112,32,19586,1955,25443,0,0.99,3.22,963,Metal Facemask
0,0,0,0,3,10,4,29,3501,295,37395,0,1.57,1.14,963,Hoodie
1,0,1,0,10,2,3,21,3021,102,30152,0,0.99,3.78,963,Pants
0,0,0,1,4,1302,1,26,9655,1650,5356,0,1.86,2.01,774,Salvaged Sword
0,0,0,0,7,0,3,27,4,0,4929,0,4.49,10.83,956,None
2,0,1,0,6,45,647,24,6898,866,9094,0,3.99,1.77,591,Assault Rifle
3,1465,84,0,5,272,7347,29,5671,2803,24719,0,0.99,0.9,598,Coffee Can Helmet
1,390,0,0,6,42,4675,35,4149,323,32141,0,0.99,1.76,599,Road Sign Kilt
1,330,7,0,11,377,5143,17,7931,1123,23391,0,0.99,0.95,598,Road Sign Jacket
0,0,0,0,9,1763,64,26,10584,3227,15011,0,2.49,1.01,1761,Boots
0,19,0,1,4,0,2591,15,4918,36,29090,0,41.34,2.7,1159,Metal Facemask
7,13890,0,2,5,481,1901,14,20777,1284,16951,0,5.59,6.48,1159,Sheet Metal Door
43,517,2,0,7,126,4103,30,3670,940,11127,0,4.99,11.79,1255,Hammer
1,0,0,0,6,58,14,22,6871,353,10810,0,1.99,2.43,739,Assault Rifle
0,1830,2,0,2,182,7139,21,9943,650,21799,0,1.49,2.29,753,Furnace
2,48,0,0,7,1036,1563,29,6135,2524,28677,0,0.99,0.95,914,Coffee Can Helmet
1,0,0,0,6,127,425,36,7217,561,41329,0,0.84,3.95,914,Road Sign Kilt
0,135,0,0,13,674,1619,17,9545,1016,31784,0,1.06,1.08,913,Road Sign Jacket
1,1,0,0,6,3510,2890,28,15505,4267,25166,0,1.49,1.97,276,Large Wood Box
6,0,0,2,4,172,2,15,455,168,54422,0,2.21,1.96,830,Sheet Metal Door
7,0,0,2,6,82,6544,13,6393,358,42922,0,1.49,2.01,1004,Sheet Metal Door
2,208,16,0,7,72,1189,22,7225,765,8655,0,6.22,2.01,865,Assault Rifle
2,15,0,0,11,19,897,39,1191,97,2919,0,1.99,2.14,396,Hunting Bow
2,22,1,0,14,80,2703,46,3277,409,9216,0,1.99,1.66,422,Crossbow
0,2,0,0,3,73,787,17,3888,358,17968,0,2.73,1.4,893,Hatchet
0,0,0,0,6,2006,2590,28,6281,1243,25247,0,0.99,3.53,928,Coffee Can Helmet
0,6,0,0,1,24,847,34,1826,63,26874,0,0.99,0.81,501,Hoodie
1,1,0,0,6,116,1124,35,6516,444,28826,0,3.58,6.45,311,Road Sign Kilt
1,1,0,0,9,1,1752,22,1991,70,26771,0,0.99,0.89,928,Pants
0,32,0,0,8,10,374,27,2790,125,9268,0,1.99,2.54,893,Semi-Automatic Rifle
1,794,146,0,5,918,2409,29,14218,3794,23360,0,2.21,2.54,872,Large Wood Box
0,0,0,0,9,214,2101,17,9948,903,25012,0,0.99,1.46,928,Road Sign Jacket
2,0,0,1,6,432,220,22,13335,1282,3649,0,2.31,1.19,892,Salvaged Sword
1,1,0,0,5,149,7719,20,6229,537,34297,0,1.24,0.9,1131,Metal Facemask
0,813,0,0,2,94,2114,22,4811,420,31031,0,1.49,2.11,613,Furnace
0,122,19,0,8,10,65,26,3787,246,9303,0,1.99,2.02,564,Semi-Automatic Rifle
0,15,0,0,8,503,290,161,15265,1365,12016,0,1.99,2.52,928,Waterpipe Shotgun
0,8,15,0,5,315,6125,286,3489,428,9459,0,1.99,2.48,893,Stone Hatchet
1,0,0,0,12,452,445,16,4782,829,20047,0,2.49,1.67,277,Rocket Launcher
1,0,0,0,4,2465,103,26,11731,2977,20455,0,1.99,1.88,583,Python Revolver
0,5,0,0,7,17532,2,15,21036,7908,8265,0,1.49,2.14,583,Wood Storage Box
0,0,0,0,10,0,175,37,707,7,4143,0,1.99,1.82,25,Hunting Bow
0,968,0,0,3,108,18060,29,4590,662,15519,0,0.99,0.83,788,Hoodie
1,374,0,0,10,29,1900,23,1074,144,28870,0,0.99,0.81,788,Pants
0,16,1,0,5,2078,9800,15,22811,4740,26403,0,1.49,1.33,529,Sleeping Bag
10,51,0,0,3,322,627,19,4801,482,16462,0,1.99,1.81,703,Hatchet
0,248,1,0,5,25,564,20,2810,111,8583,0,1.99,1.24,744,Pickaxe
0,2084,398,0,7,1250,507,15,16171,2104,31325,0,2.96,17.1,1159,Wood Storage Box
1,0,0,0,8,0,1,24,9144,200,31808,0,6.94,0.34,1584,T-Shirt
0,0,0,0,5,1,34,18,4763,35,43975,0,5.33,5.2,1264,Shirt
0,0,0,0,3,523,0,15,3528,545,15617,0,1.99,1.36,284,Hatchet
0,0,0,0,5,302,0,22,2695,419,8027,0,1.99,1.27,284,Pickaxe
3366,105,0,0,8,498,36632,24,4144,4363,1668,0,4.04,0.97,1582,T-Shirt
0,0,0,0,8,13,132,14,6238,454,31728,0,1.99,3.16,632,Rock
0,114,0,0,5,2495,5220,34,12736,5464,13754,0,1.99,3.98,1029,Revolver
0,0,0,0,5,1778,0,36,33240,1716,6720,0,4.99,34.61,1257,Rock
0,45,13,0,5,1348,14,18,7324,1888,3121,0,1.99,2.01,458,Bolt Action Rifle
0,0,0,0,5,154,0,18,21635,3528,17804,0,1.99,1.55,1005,Rock
1,116,0,1,5,1145,587,23,7209,5529,5110,0,12.4,1.67,977,Salvaged Sword
0,0,0,0,2,0,0,10,124,3,4788,0,0.99,6.51,1054,Burlap Headwrap
0,6,0,0,3,381,5111,17,3825,801,15500,0,1.99,1.61,837,Hatchet
0,0,0,0,4,88,3164,22,1478,387,8373,0,1.99,2.07,837,Pickaxe
6,0,0,2,3,5,472,16,548,7,49317,0,2.4,2.29,1166,Sheet Metal Door
7,815,0,2,3,174,13402,16,9711,743,31715,0,1.49,1.93,290,Sheet Metal Door
2,387,0,0,3,0,17100,13,12989,92,48630,0,1.49,5.92,178,Sheet Metal Double Door
1,818,0,0,4,4726,11129,356,11318,10028,14310,0,1.49,2.03,248,Large Wood Box
3,1939,0,0,1,1571,9578,11,33740,1456,25735,0,1.49,2.89,304,Garage Door
0,197,0,0,5,40,3510,16,24199,2568,34554,0,1.49,2.52,269,Sleeping Bag
0,0,0,0,3,532,0,17,6185,1702,16925,0,1.99,1.61,914,Hatchet
0,1,0,0,6,358,35,22,21351,3447,28258,0,7.76,0.82,1761,Longsleeve T-Shirt
4,0,0,0,8,29,597,23,8382,473,35033,0,1.99,1.36,1026,Semi-Automatic Pistol
0,0,0,0,8,8363,1043,31,7257,5403,10006,0,1.99,1.86,38,Hammer
0,0,0,0,6,750,7,18,4050,1535,8152,0,1.99,1.85,123,Stone Hatchet
0,0,0,0,7,501,5,15,2347,502,10599,0,1.99,2.27,123,Stone Pickaxe
0,0,0,0,0,30,4,0,9017,4423,917,0,3.0,0.09,1686,None
0,0,0,0,3,0,0,29,3826,81,15546,0,2.49,6.89,1712,Hoodie
1,0,0,0,5,115,313,12,8229,1212,26293,0,5.99,0.6,1711,Improvised Balaclava
1,0,0,0,8,0,1,24,5079,136,21852,0,7.93,1.28,1760,T-Shirt
0,0,0,0,3,0,0,14,3542,34,11696,0,5.99,4.91,1754,Bandana Mask
1,0,0,0,6,1169,160,27,17388,2288,41369,0,3.99,2.63,234,None
20,0,0,0,6,0,2,22,4319,0,49919,0,9.99,7.05,956,None
7,7140,5713,0,5,488,7251,25,7972,3321,9752,0,4.99,1.02,1313,Coffee Can Helmet
0,1,0,0,11,10,15,28,5073,673,9484,0,1.99,1.92,423,M39 Rifle
1,0,0,0,6,1968,3,25,12721,4974,16586,0,1.99,1.28,458,Python Revolver
0,0,0,0,8,16,0,27,13455,91,50432,0,1.36,3.63,1012,Boots
0,0,0,0,5,1867,323,31,24211,4235,22136,0,1.49,4.86,1012,Leather Gloves
0,0,0,0,2,80,0,30,5385,307,24285,0,0.99,3.64,1012,Hoodie
1,0,0,0,9,0,2,24,191,0,19279,0,0.99,2.41,1012,Pants
1,5,0,0,3,724,1113,27,7673,2833,22556,0,2.99,4.5,732,Python Revolver
0,0,0,0,4,3,4,13,229,7,11521,0,1.85,5.89,1180,Burlap Shirt
0,0,0,0,3,63,17,16,14029,1268,40244,0,1.49,4.48,970,Sleeping Bag
1,334,0,0,5,124,811,24,15992,2169,44075,0,1.49,4.48,564,Sleeping Bag
7435,13710,1920,8938,599,6741,14633,10706,20125,6470,5438,0,5.67,5.69,137,Red Roman Candle
0,0,0,0,7,2044,750,14,19346,11732,20475,0,2.18,5.26,1102,Wood Storage Box
1,0,0,0,4,4310,4,30,12263,3890,28584,0,1.67,21.43,1095,F1 Grenade
1,1,0,0,10,38,3380,22,34689,3450,11869,0,2.49,1.11,1761,T-Shirt
7,0,0,0,5,93,2121,29,11290,511,34815,0,4.99,0.77,1300,Bucket Helmet
1,0,0,0,5,1066,0,27,14946,3999,18116,0,2.99,2.3,746,Python Revolver
1,1,0,0,6,83,37,22,5748,719,10758,0,4.99,2.23,732,Assault Rifle
0,0,0,0,5,1237,60,20,7521,1337,3778,0,4.41,4.01,1075,Bolt Action Rifle
0,0,0,0,7,37,0,27,4837,376,8617,0,1.99,3.3,837,Semi-Automatic Rifle
2,0,0,0,6,827,616,29,6678,2682,29179,0,2.99,6.13,725,Coffee Can Helmet
1,7,0,0,6,190,1519,36,3708,917,36586,0,2.99,16.21,725,Road Sign Kilt
1,2,0,0,9,126,1114,17,6259,969,32389,0,2.99,11.91,725,Road Sign Jacket
0,0,0,0,2,4,0,17,14444,738,26374,0,3.71,0.12,1754,Bandana Mask
1,1,1,0,10,281,5,20,24592,720,14548,0,5.98,0.17,1789,Pants
0,0,0,0,2,770,0,10,14092,1094,25156,0,2.49,3.03,1305,Shorts
8,0,0,0,3,8944,3,101,3502,911,27143,0,7.49,4.27,543,None
0,0,0,0,2,503,178,18,9700,2412,10719,0,2.49,1.36,864,Hatchet
1,1138,719,0,3,1858,2083,20,25206,3772,9366,0,1.49,1.41,900,Furnace
7,1,1,1,10,1484,1,16,31217,4164,22109,0,2.98,0.31,1796,Jacket
1,1,0,0,5,3,2,26,24345,518,13184,0,4.99,3.37,907,None
18,88,1,2,3,349,4619,46,18054,15117,19255,0,2.99,3.41,543,Sheet Metal Door
3,558,24,0,7,5914,3147,30,9793,8572,9003,0,1.99,1.83,529,Hammer
42,567,103,433,10,566,4889,37,1898,1146,3169,0,1.99,2.26,163,Semi-Automatic Rifle
0,0,0,0,4,5294,29,25,7146,3138,24364,0,0.99,0.92,325,Coffee Can Helmet
1,0,0,0,5,118,2,36,4333,389,32136,0,0.99,1.3,325,Road Sign Kilt
0,0,0,0,11,369,5,19,8219,884,24966,0,0.99,0.91,325,Road Sign Jacket
0,1178,0,0,2,387,5870,21,7159,1047,27474,0,2.34,1.99,795,Furnace
0,0,0,0,3,232,9,17,4376,520,19993,0,3.6,1.97,977,Hatchet
3,0,0,0,7,866,3753,24,8875,2114,28459,0,1.99,1.43,1046,Semi-Automatic Pistol
0,0,0,0,5,58,78,14,3091,408,15078,0,2.04,2.08,1130,Stone Hatchet
1,51,0,0,6,158,492,22,6643,1184,8660,0,1.99,1.19,1054,Assault Rifle
0,0,0,0,3,397,60,17,3812,737,20512,0,1.5,1.32,941,Hatchet
0,2,0,0,8,89,226,26,5149,370,8078,0,1.09,3.07,942,Semi-Automatic Rifle
0,0,0,0,7,106,151,27,3081,609,9049,0,1.99,3.51,822,Semi-Automatic Rifle
1,66,1,0,3,354,10329,11,21030,11686,12081,0,3.54,28.18,1200,Rug
2,66,1,0,4,3984,1480,27,14598,11202,20568,0,0.99,1.93,1061,Metal Chest Plate
1,74,0,0,4,1170,1674,17,16171,2331,27026,0,0.99,1.44,1061,Metal Facemask
0,0,0,0,5,16325,324,31,16494,19782,3671,0,3.34,5.87,1061,Leather Gloves
1,0,0,0,5,164,502,29,3818,565,23510,0,2.99,0.88,1277,Coffee Can Helmet
0,0,0,1,5,2352,43,22,3606,3024,8274,0,1.99,2.02,829,Salvaged Sword
0,0,0,0,3,331,56,20,5023,520,17349,0,3.1,1.94,781,Hatchet
0,0,0,0,4,54,8,21,2756,129,8774,0,2.62,3.72,781,Pickaxe
0,862,0,0,2,28,5580,22,3216,206,25394,0,1.49,2.1,444,Furnace
0,1,0,0,3,657,284,17,4697,841,15872,0,2.84,1.47,962,Hatchet
1,0,0,0,5,109,5,37,2864,450,26410,0,2.49,9.69,1262,Road Sign Kilt
0,0,0,0,13,168,95,17,9304,733,29727,0,4.99,1.76,1263,Road Sign Jacket
0,155,0,0,9,208,4002,28,8202,953,12235,0,9.19,18.42,1158,MP5A4
0,28,0,0,4,172,763,16,9223,909,10796,0,1.99,1.27,430,Pump Shotgun
0,3327,7,0,6,495,5234,28,11947,3506,23730,0,1.99,3.02,234,Large Wood Box
2,156,1,0,4,312,11858,15,18589,648,33623,0,3.45,2.33,956,Sleeping Bag
338,833,2295,18530,3,1406,3253,21,5921,2228,7501,0,2.99,10.38,599,Furnace
4,0,0,0,2,0,6,21,3091,70,44354,0,3.99,1.96,598,None
0,83,5,0,3,278,127,18,6018,1299,15810,0,1.99,1.46,416,Hatchet
1,788,364,0,5,2246,1388,16,21699,4626,30002,0,1.49,1.73,60,Sleeping Bag
3,1,0,0,7,1226,2,20,23508,4049,22486,0,1.28,15.7,1257,Metal Facemask
0,0,0,1,9,634,17,26,22249,2838,42009,0,0.92,3.03,1040,Boots
0,0,0,0,5,892,330,31,24397,5000,24494,0,1.49,3.89,1040,Leather Gloves
0,0,0,0,3,21,1,29,10792,496,33904,0,0.99,1.31,1040,Hoodie
2,0,0,0,9,7,0,23,10299,178,28513,0,0.99,0.94,1040,Pants
